ORTHID	SGDID
C1_13670W_A	YJR051W
C4_03560W_A	YGR261C
C1_09760C_A	YGR112W
C1_09570W_A	YKL162C
C6_01980C_A	YNL306W
C3_04360W_A	YJR040W
C1_02710W_A	YFL022C
C1_05820C_A	YML095C
C3_01760W_A	YER017C
C2_01030W_A	YBL038W
C2_06480W_A	YOL093W
C6_01860C_A	YNL281W
C4_03410W_A	YNL177C
CR_03340C_A	YKL108W
CR_01420W_A	YNL039W
C2_05020W_A	YDR512C
C5_01230C_A	YMR099C
C2_08800C_A	YBR286W
C5_02050W_A	YDR141C
C1_09190C_A	YFL053W
C4_03900C_A	YDL090C
CR_06170W_A	YGR026W
C1_03390W_A	YBR177C
C5_01510W_A	YLR147C
C1_03120W_A	YDR262W
C1_08540C_A	YKL126W
CR_06860C_A	YDR380W
C1_08200W_A	YOL043C
C4_03140C_A	YHR187W
C1_11090C_A	YNL317W
C5_01960C_A	YOR356W
C1_09730W_A	YGR113W
C1_06110C_A	YBR170C
C7_03770C_A	YNL107W
C7_01210C_A	YKR025W
C5_02620C_A	YKL005C
CR_05520W_A	YOR206W
C5_00850C_A	YDR031W
C3_07600W_A	YCR016W
C2_03950W_A	YMR193W
C1_06760C_A	YNL182C
C2_02800W_A	YER074W-A
C4_00680W_A	YAL022C
C1_12490W_A	YBL017C
C6_03230W_A	YJL088W
C1_11930W_A	YLR187W
C1_13140C_A	YOR344C
C4_06580W_A	YJR060W
C6_04350C_A	YER109C
CR_10270C_A	YDR214W
C4_04850C_A	YJL056C
C1_06590C_A	YPR133C
C2_04050C_A	YLR422W
C2_06940C_A	YNR019W
C1_11660W_A	YMR250W
C1_02020W_A	YER183C
C4_06070C_A	YBL013W
CR_03220C_A	YNL223W
CR_06620W_A	YHR017W
C7_00320C_A	YGL167C
CR_02970C_A	YIL143C
C3_04500C_A	YBR084C-A
C6_03380W_A	YBL032W
C3_06630W_A	YGL113W
C4_07010C_A	YDL200C
C6_02680W_A	YGL098W
C1_03340C_A	YPL094C
C2_08190W_A	YKL080W
C5_03800W_A	YML030W
C7_01950W_A	YPL246C
C2_02970C_A	YER073W
CR_10760C_A	YJL003W
C2_05230C_A	YKR081C
CR_07910C_A	YJR035W
C4_05280W_A	YDL058W
C1_01030W_A	YBR034C
C3_05000W_A	YDL135C
C3_07680W_A	YJR140C
C7_03380W_A	YBL059C-A
C4_06030W_A	YBR109C
C1_05300C_A	YCL057W
C1_06510C_A	YOL119C
C5_03400C_A	YNL147W
CR_02910W_A	YPR185W
C6_01700W_A	YBL092W
C1_03920C_A	YLR246W
C5_00650C_A	YHR025W
C7_02810W_A	YBL064C
C5_00140C_A	YHR140W
C4_02360W_A	YGL156W
C7_00490C_A	YBR261C
C1_05320C_A	YGR166W
C3_00130C_A	YGR178C
C6_00330C_A	YCL025C
C1_01050C_A	YDL015C
C5_03120W_A	YLR459W
CR_06760C_A	YGR244C
CR_09300C_A	YBR037C
C3_02040C_A	YFR001W
C3_01000W_A	YPL217C
C3_05970C_A	YKR072C
CR_02430C_A	YNL023C
C2_01530C_A	YHR074W
CR_04510W_A	YGL253W
C5_01130W_A	YAL039C
C3_02210C_A	YEL053C
C3_04970C_A	YDL190C
C3_05850W_A	YIL097W
C1_08780W_A	YDR481C
C1_13740W_A	YPL269W
C1_04750W_A	YAL061W
C1_09030C_A	YNL052W
C2_08500W_A	YER125W
C3_05860C_A	YIL096C
C2_04560W_A	YKR061W
C6_02920C_A	YKR020W
C2_09680W_A	YIL004C
C1_05510C_A	YKL156W
C3_00770C_A	YGL011C
C1_01250W_A	YER080W
C3_04780C_A	YML067C
C5_05300W_A	YBR256C
C2_03240C_A	YLR371W
CR_05010W_A	YER041W
C7_01880C_A	YIL134W
C3_00830C_A	YDL164C
CR_01590C_A	YER090W
C6_02310W_A	YGL066W
C5_05340W_A	YIR012W
C7_01200C_A	YKR024C
CR_02850C_A	YJL110C
CR_01570W_A	YBL057C
C1_09050W_A	YOL068C
C5_02750C_A	YOR038C
C1_07840W_A	YFR047C
C1_13680C_A	YAL044C
C1_05060W_A	YBR267W
C7_02890C_A	YDL095W
C1_14110C_A	YDR012W
C4_06430C_A	YEL052W
CR_10600C_A	YNR041C
C2_06210C_A	YOR184W
C3_01480C_A	YOR095C
C4_04780W_A	YGR199W
C5_02450W_A	YGL227W
C1_11300C_A	YDR243C
C7_03920C_A	YDL130W
C2_09930W_A	YMR067C
C3_00880W_A	YIL125W
C3_04660C_A	YOR130C
CR_10160W_A	YMR246W
C6_01140C_A	YLR370C
C3_03820C_A	YOR266W
C2_01020W_A	YDR343C
C2_07610C_A	YDR333C
CR_06690C_A	YGR247W
C6_00440C_A	YMR058W
C4_00330C_A	YDR322C-A
C1_14320C_A	YNL168C
C2_10270W_A	YOR243C
C6_03080C_A	YJR105W
C2_10570W_A	YMR190C
C1_10670C_A	YOR341W
C1_03250C_A	YPL138C
C1_03780C_A	YML075C
C1_13940W_A	YKR042W
C4_00770C_A	YJR014W
C4_01560C_A	YMR275C
C6_01500C_A	YGR067C
C2_07660W_A	YMR076C
C4_02550C_A	YLR083C
C4_01410W_A	YBR200W
C3_07490W_A	YMR278W
C7_02240W_A	YDL222C
C1_03530W_A	YER022W
C6_01310W_A	YBR040W
C2_07460W_A	YMR005W
C1_07080W_A	YGR275W
C1_06100C_A	YPL106C
C4_06500W_A	YGL207W
C7_02780W_A	YGL097W
C1_09390W_A	YOR274W
C2_01580W_A	YLR059C
C1_03270W_A	YMR114C
C4_04440W_A	YBR171W
C3_01150C_A	YBR151W
C5_04170W_A	YDR470C
C3_01450C_A	YIL128W
CR_05670C_A	YDR174W
C6_00260W_A	YNL116W
C3_00400C_A	YKR089C
C4_03780C_A	YDR316W
C1_14340C_A	YHL027W
CR_08060C_A	YOR089C
CR_00090C_A	YMR090W
C6_02860W_A	YLR389C
C1_10010C_A	YJL187C
CR_01130W_A	YDR128W
C3_04220C_A	YNR012W
CR_02790C_A	YPL227C
C1_07340W_A	YBR245C
CR_02560C_A	YIL130W
C4_04280C_A	YFR043C
C7_03400C_A	YJL050W
CR_08380C_A	YOL048C
C3_04440C_A	YEL023C
CR_04070W_A	YOR253W
C7_01440W_A	YAL046C
C6_01370W_A	YCL052C
CR_10680W_A	YDL140C
C4_06350C_A	YAR002W
C1_01670C_A	YGR098C
C1_10760W_A	YCL008C
C5_01840C_A	YOL089C
C2_10480W_A	YDL078C
C1_08650C_A	YDL045C
CR_05650W_A	YGR246C
C5_05150C_A	YDR198C
C5_02480W_A	YJR093C
C4_01670C_A	YMR028W
CR_00990W_A	YIR022W
C2_08760C_A	YGR162W
C7_01450C_A	YOR361C
C1_06930W_A	YDL195W
C6_02350C_A	YPL212C
C1_14490C_A	YHR083W
C4_03700W_A	YMR088C
C1_01420C_A	YKR055W
C4_03120C_A	YGR188C
C3_04870W_A	YGR225W
C5_02930C_A	YHR104W
C6_02420W_A	YPL206C
C4_06860C_A	YLR245C
C1_11630C_A	YCL027W
C3_06400C_A	YML021C
C2_02090W_A	YLR363C
CR_07360W_A	YML061C
C3_06560W_A	YBR105C
C2_05410W_A	YLR406C
C2_00540W_A	YDR338C
C1_12030W_A	YER081W
CR_07790C_A	YGR234W
C6_02980C_A	YDR531W
C4_02700W_A	YER173W
C3_03710W_A	YLR220W
C5_00820W_A	YNL252C
C4_02640C_A	YLR105C
CR_03010C_A	YGR029W
C3_01880W_A	YOR067C
C4_04370C_A	YNL054W
CR_07000C_A	YNL262W
C3_04510W_A	YBL028C
C2_10440C_A	YPL022W
C1_08020W_A	YDR390C
CR_02720C_A	YNL151C
C1_02460W_A	YLR075W
C1_08120W_A	YLR319C
C1_09840C_A	YIR011C
C7_03330C_A	YBR263W
CR_02050C_A	YNL021W
C1_10690W_A	YGR031W
C1_05360C_A	YOL115W
C6_03650C_A	YNR052C
C5_04420W_A	YJR100C
C4_06490C_A	YKL045W
C3_00370C_A	YOR078W
C5_00660C_A	YHR007C
C3_01510W_A	YNL094W
C4_07150W_A	YDR184C
C4_01270W_A	YPL090C
C3_04790W_A	YML068W
C2_00360C_A	YLL029W
CR_09490W_A	YPR179C
C2_02530W_A	YMR136W
C6_01390W_A	YJR075W
C1_00560W_A	YBR155W
CR_09970W_A	YBR082C
C4_04900W_A	YGL030W
C3_07350W_A	YGL198W
C4_00140C_A	YCL030C
C1_14310W_A	YHR144C
C1_00130C_A	YJL029C
CR_06940W_A	YNL258C
C4_06690C_A	YBR173C
C2_04810W_A	YOR202W
C4_03920W_A	YDL091C
C2_02010C_A	YDR371W
C1_02510W_A	YLR078C
C1_14200W_A	YKR030W
C4_04800W_A	YDR233C
CR_01260W_A	YER113C
C2_09940W_A	YEL009C
C2_07600C_A	YHR039C
C2_00490W_A	YHL019C
C4_01900C_A	YKL085W
C2_05710C_A	YPL143W
C1_10460W_A	YGR149W
C7_02150C_A	YMR062C
C2_08560W_A	YFR031C
C2_07190C_A	YGL068W
C1_02030C_A	YMR073C
C5_01570C_A	YNL012W
C1_04130W_A	YMR049C
C2_10120W_A	YOR281C
C4_04650W_A	YOR077W
C2_09730C_A	YDR173C
CR_04890W_A	YGL154C
C4_04430W_A	YKL142W
C4_00540C_A	YJR132W
C1_00340W_A	YDL166C
C4_04730W_A	YKR099W
C6_03350C_A	YJL081C
C1_13610C_A	YDR422C
C1_04560W_A	YDR255C
C2_10740C_A	YNL313C
C7_02970W_A	YNR030W
C7_02500C_A	YDR284C
C2_06150C_A	YHR200W
C2_07490W_A	YOR176W
C5_04740C_A	YJR006W
C4_05640C_A	YIL020C
C4_05600W_A	YGR100W
C4_00400W_A	YKL064W
C1_01680C_A	YHR059W
C4_02850W_A	YGR200C
C2_08610W_A	YHR190W
C6_02180W_A	YOL129W
C1_08860C_A	YJR110W
C1_07950C_A	YDR412W
C6_00970C_A	YOL064C
C5_03170C_A	YOL070C
CR_01430W_A	YNL038W
C2_05590C_A	YLR126C
C2_00930C_A	YKL041W
C1_02930C_A	YKL194C
C1_08360C_A	YGL055W
C1_02760W_A	YDL100C
C6_03050C_A	YLR224W
C5_02210W_A	YOR164C
C4_00260W_A	YJR119C
CR_03920C_A	YOR273C
C6_01870C_A	YHR048W
CR_04760C_A	YMR221C
C2_01980C_A	YOL019W
C1_10280C_A	YER004W
CR_09100C_A	YPR127W
CR_05980W_A	YOR124C
C2_04250W_A	YLR417W
C3_07620C_A	YMR283C
C1_13760W_A	YEL058W
C7_02870C_A	YML098W
CR_00510C_A	YAR015W
C1_03320C_A	YDR036C
C1_14460W_A	YFR004W
C7_01600W_A	YER154W
C1_06730W_A	YNL180C
C6_02480W_A	YCR105W
C1_11220C_A	YPL063W
C1_03610C_A	YMR150C
C6_01530C_A	YCR024C-A
C2_05140W_A	YAR019C
C6_00250W_A	YNL115C
C1_05280W_A	YHR078W
C1_02130C_A	YBR020W
C3_04080W_A	YFR033C
C1_12560C_A	YER179W
C4_04340C_A	YDL120W
C4_02280W_A	YPL117C
CR_06520C_A	YLR262C
C4_03290W_A	YNL085W
C2_07320W_A	YJR065C
C1_05270C_A	YDR296W
C3_00520W_A	YLR306W
C4_02480C_A	YGR181W
C1_08340C_A	YOR357C
C5_02160W_A	YLR452C
C4_00460C_A	YOR191W
C1_13120C_A	YNL297C
C1_07250C_A	YNL219C
C1_09120W_A	YDR072C
C2_08000C_A	YER036C
CR_01710W_A	YMR269W
C6_02130C_A	YDR318W
C2_07730W_A	YOR087W
C3_07050W_A	YBR111W-A
C2_03540W_A	YDR419W
C1_11360W_A	YDR500C
C6_02780C_A	YKL089W
C4_03810W_A	YDL113C
C7_02510W_A	YER112W
C6_03960W_A	YOL057W
C2_07670C_A	YDL207W
C1_06360W_A	YBR028C
C7_01970C_A	YMR203W
C5_05230C_A	YBL045C
C1_03690W_A	YDR517W
CR_07020W_A	YOR286W
CR_00710C_A	YKL055C
C1_02630C_A	YDR261C
CR_06480C_A	YML043C
C1_14400C_A	YPL164C
C4_06770W_A	YDR205W
C6_00790C_A	YPR124W
C1_12920C_A	YGL161C
C1_00400W_A	YDR346C
C5_04660C_A	YGR172C
C4_01910W_A	YBR123C
C1_00330C_A	YDL165W
C1_03740W_A	YML076C
C7_00200W_A	YCL036W
C1_05980W_A	YJL100W
C4_00350W_A	YDR323C
CR_02650C_A	YKR071C
CR_04810W_A	YNL178W
C5_04950C_A	YGR266W
C6_01000C_A	YMR064W
C1_01940C_A	YKL122C
C1_13260W_A	YDR519W
C2_04130W_A	YAL013W
C1_05680C_A	YCR028C-A
C3_05240C_A	YLL045C
C1_01480C_A	YGL123W
CR_03140C_A	YAL014C
C1_00640C_A	YFL036W
C2_03160C_A	YER070W
C5_00440C_A	YKL002W
C4_05650W_A	YIL019W
C1_10840C_A	YHR009C
C1_13420C_A	YGL173C
C2_01680C_A	YGL023C
C5_04990W_A	YJL011C
C1_08990C_A	YNL238W
C5_04060C_A	YBR136W
C1_04400C_A	YKL157W
C2_04530W_A	YBR193C
C3_07310C_A	YGR130C
C1_12960C_A	YNL271C
C2_06390C_A	YML056C
C2_07880W_A	YOL062C
C6_00820W_A	YNL066W
C6_00740W_A	YBR041W
C5_03140C_A	YPL085W
C6_01670W_A	YKL029C
C3_04560W_A	YDR060W
CR_07870W_A	YML050W
C3_03670W_A	YDR295C
C3_01680C_A	YDL183C
C2_00790C_A	YOR311C
CR_08100C_A	YNL207W
C4_01890C_A	YBR164C
CR_07090W_A	YLR305C
C2_04870C_A	YNL139C
C2_03470C_A	YHR051W
C1_06470W_A	YJL189W
C1_11280W_A	YDL209C
C6_02260C_A	YGL137W
C2_00300C_A	YGL019W
C3_07300W_A	YNL175C
C2_01060C_A	YJR097W
C7_03990C_A	YGL232W
C5_01500C_A	YLR256W
C7_00370W_A	YCL016C
C3_03410C_A	YMR196W
C4_04460C_A	YER129W
C1_06580W_A	YPR132W
C1_12630C_A	YDR163W
C1_08580C_A	YDL128W
CR_08180C_A	YML014W
C2_02450C_A	YGR090W
C2_09400C_A	YNL280C
C5_02820C_A	YJR024C
C5_01950C_A	YNL294C
C2_10260C_A	YOL016C
C3_05900W_A	YOL092W
C1_10610W_A	YGL186C
C6_03460W_A	YOR098C
C5_03760C_A	YOR160W
C1_09180W_A	YDR034C
C2_07480W_A	YOR175C
C3_01810C_A	YOR099W
CR_05510W_A	YOR219C
C1_08940C_A	YMR037C
C1_09750W_A	YER083C
C1_12310C_A	YOL077C
C7_00140C_A	YGL242C
C1_07170C_A	YJL103C
C2_06490W_A	YPL096W
C1_04680W_A	YPL004C
C2_06810C_A	YGR085C
C3_07700W_A	YHR049W
C7_01660C_A	YHR035W
C1_05850W_A	YJR043C
C1_03550C_A	YGR255C
C1_06770W_A	YNL181W
C4_01080W_A	YOR048C
C4_00470C_A	YLR427W
C4_00670W_A	YJL093C
CR_01760C_A	YLR060W
C1_02480W_A	YFL045C
C1_13060C_A	YLR069C
C2_10010C_A	YEL001C
C3_05470W_A	YOR337W
C2_02150C_A	YMR061W
C2_03940C_A	YHR205W
C1_11650W_A	YPL037C
C1_08920W_A	YIL093C
C2_03150C_A	YIL067C
CR_06090W_A	YNL006W
C2_06200C_A	YLR289W
C6_01830W_A	YDR486C
C4_03130W_A	YHR188C
C3_05720C_A	YGL216W
C1_04370C_A	YER050C
C1_10820C_A	YHR113W
CR_10280W_A	YMR244C-A
C7_01180W_A	YOL009C
C1_03800W_A	YHR062C
CR_08690C_A	YLR284C
C2_05890C_A	YDL066W
CR_08900C_A	YGR156W
C2_09290W_A	YGR105W
C2_00580C_A	YLR034C
CR_02580W_A	YIL145C
C1_10160W_A	YJR077C
C3_04290C_A	YBR289W
C1_13660W_A	YGL163C
C6_03750C_A	YKL117W
C4_07210W_A	YDR181C
C1_03730C_A	YJR131W
C6_01920C_A	YDR228C
C7_02980C_A	YLL003W
C1_00080C_A	YIL036W
C2_04290W_A	YMR139W
C3_05160C_A	YDL031W
C2_01730W_A	YMR117C
CR_04340W_A	YBL022C
C5_01360W_A	YKL220C
CR_05890C_A	YNL246W
C3_01070C_A	YOR349W
C2_07800W_A	YBR120C
CR_01820W_A	YPL009C
CR_02990C_A	YBL033C
C2_05500W_A	YPL078C
C1_07910C_A	YMR024W
C2_03030W_A	YOR005C
C1_10260C_A	YJL148W
C4_05390W_A	YPL113C
C1_04520C_A	YPL031C
C1_03060C_A	YLR435W
CR_00520C_A	YGR218W
C2_09670C_A	YIL003W
C1_04390C_A	YPL043W
C6_02470W_A	YPL210C
C3_03100C_A	YPL254W
C1_07710C_A	YMR300C
C7_00580C_A	YFR007W
C2_01690W_A	YMR118C
C1_06650W_A	YPR131C
CR_01900C_A	YNR056C
C4_03550W_A	YGR258C
C4_04980W_A	YBR220C
C3_05390C_A	YGR216C
CR_10780C_A	YOR126C
C5_03960W_A	YBR016W
C7_00830C_A	YKL204W
C3_04320W_A	YOR106W
CR_03430W_A	YMR123W
C5_00590W_A	YBL030C
C1_01900C_A	YDR117C
C2_10680W_A	YML114C
C2_06370C_A	YOR367W
C6_04310W_A	YOL147C
C5_00350C_A	YLR090W
C7_02350C_A	YLR114C
C2_01640W_A	YBL007C
C1_12170C_A	YCR095C
C1_06550W_A	YDL171C
C3_01960C_A	YGL205W
C1_13910C_A	YDR061W
C3_02560W_A	YPL194W
CR_10060W_A	YMR240C
C1_03490W_A	YJR116W
C6_01150W_A	YGL116W
C6_03440W_A	YGR150C
C4_06250C_A	YER008C
C1_14330W_A	YDL033C
C7_03890C_A	YKL124W
C1_10660W_A	YER148W
C1_14040W_A	YJR005W
C6_00350W_A	YDR466W
C1_07470C_A	YDR332W
CR_04140W_A	YNL137C
C2_02290C_A	YMR156C
C1_01640W_A	YJR145C
CR_02130W_A	YKR076W
C1_08790W_A	YGR138C
C4_04790W_A	YMR232W
C4_02020W_A	YML042W
C1_05290W_A	YBR121C
C1_11810W_A	YMR284W
CR_10630W_A	YHR034C
CR_01620C_A	YER091C
CR_06700C_A	YHR163W
C6_04540C_A	YEL056W
C1_09950C_A	YDR084C
C3_03030C_A	YHR132C
C3_01600W_A	YDL134C
C3_03470W_A	YBR006W
C6_04270W_A	YCR093W
C1_07850C_A	YGL240W
CR_06640C_A	YIL090W
C1_11920W_A	YLR181C
C1_02220C_A	YNL200C
C2_06620W_A	YML071C
C1_09480W_A	YPL148C
C5_02760W_A	YOR039W
C2_00430C_A	YDR121W
C3_02470C_A	YNL067W
CR_09340W_A	YMR022W
C1_01400C_A	YJL134W
CR_08090W_A	YNL209W
C1_12360C_A	YDR487C
C1_00990C_A	YNL123W
C6_01320W_A	YHR099W
C1_01560W_A	YDR409W
C7_02770W_A	YBR038W
C2_08550C_A	YMR287C
C1_07070C_A	YDL160C
C6_04340W_A	YBL082C
C1_04970W_A	YMR012W
C5_04870W_A	YGR268C
C1_04900W_A	YNR059W
CR_06610W_A	YFL026W
C7_01780W_A	YPL137C
C1_02880C_A	YKL195W
C6_00240C_A	YGL212W
C5_04160W_A	YDR469W
C1_12810W_A	YBR153W
C1_10100C_A	YER009W
C7_04230W_A	YBR066C
CR_05140W_A	YFR042W
C1_07500C_A	YDL051W
C1_02640C_A	YGR082W
C1_11050W_A	YFR032C
CR_04060C_A	YPL170W
C1_05070C_A	YJL062W
CR_10020C_A	YDR057W
CR_09860W_A	YER047C
C1_08290C_A	YLR129W
C4_05290W_A	YNR033W
C5_00420C_A	YKL003C
C3_01500C_A	YHR114W
C3_04490W_A	YOR301W
C2_08420W_A	YER142C
C5_01080C_A	YOR355W
C4_07030W_A	YPR167C
C2_05800C_A	YOR216C
C5_00130C_A	YKL170W
C3_06900W_A	YPR067W
CR_10430C_A	YOR148C
C1_07410C_A	YDR328C
CR_10740W_A	YCR086W
C5_02890W_A	YKL067W
CR_07420W_A	YDR148C
C3_00310C_A	YER116C
C7_02310C_A	YML038C
C1_01040W_A	YCL033C
CR_03370C_A	YKL110C
C7_01940C_A	YJL108C
C5_01140C_A	YOR354C
C2_08810C_A	YBR011C
C5_01440C_A	YDR459C
C1_08130C_A	YLR318W
C3_07670W_A	YDR090C
CR_07650W_A	YER133W
C6_04470C_A	YKL034W
C5_03110C_A	YPR182W
C6_00430C_A	YBR288C
C3_04380C_A	YEL026W
CR_09960C_A	YDL170W
CR_04520W_A	YOL026C
C2_04590C_A	YJL166W
C4_04180C_A	YGL126W
CR_09740W_A	YHR065C
C4_05850C_A	YGR111W
C4_05460C_A	YER049W
C3_00760W_A	YGL012W
CR_07710W_A	YGL148W
C2_08700C_A	YDL123W
C5_05250C_A	YJR113C
C2_01200C_A	YDR028C
C2_01390W_A	YLR206W
C3_02220W_A	YML007W
C2_05250C_A	YKL106W
CR_02420W_A	YOR004W
C1_12760W_A	YDR361C
C4_07090C_A	YDR354W
C6_02910W_A	YBR257W
C1_06480C_A	YNL044W
C5_00190C_A	YKL182W
C4_02470C_A	YBL041W
C3_02810C_A	YER015W
CR_02860W_A	YPR165W
C6_00660C_A	YDR063W
CR_08610W_A	YGR243W
CR_08430W_A	YLR386W
C3_04550C_A	YMR291W
CR_09720W_A	YHR060W
C3_04720C_A	YLR241W
CR_07480W_A	YBR287W
C4_07120C_A	YOL090W
C3_03680W_A	YDR294C
C1_03810C_A	YNL230C
C1_09990W_A	YKL212W
CR_04950W_A	YGL151W
CR_08300C_A	YML059C
C5_03080C_A	YNL125C
C3_06040W_A	YPL054W
C5_03360W_A	YPR187W
C6_00780W_A	YPR055W
C3_03650W_A	YOR056C
C6_02970C_A	YPL112C
C6_04180W_A	YIL137C
C5_04960W_A	YGR237C
C5_04650C_A	YGR171C
C2_00630C_A	YIR029W
C4_01550C_A	YOR303W
C1_05380C_A	YBR275C
C7_01850C_A	YLR429W
C1_07980C_A	YHR079C-A
C3_06950W_A	YDR089W
C2_08170W_A	YGR263C
C2_04790C_A	YPL118W
C4_05300W_A	YGR194C
C1_00120C_A	YDR007W
C3_00630W_A	YJR033C
C1_11150W_A	YIL007C
C3_03610W_A	YBR021W
CR_00260W_A	YLR096W
C1_02790W_A	YMR146C
C1_06130C_A	YFL031W
CR_06730W_A	YHR171W
C2_01820C_A	YGR013W
CR_03130W_A	YJR044C
C2_10280C_A	YKL020C
C5_05080W_A	YDL106C
C5_02400W_A	YLR118C
C1_12650C_A	YGL087C
C6_00720C_A	YER141W
C2_03550C_A	YHR077C
C2_10710W_A	YMR260C
C4_00560C_A	YLL006W
C3_05250C_A	YLR094C
C4_06130W_A	YDR150W
C2_06520C_A	YGR096W
C1_08260C_A	YPR073C
C6_02770W_A	YKL009W
C6_00990W_A	YMR063W
C7_02470C_A	YKL207W
CR_07580C_A	YER093C
CR_08840C_A	YJL126W
CR_07080W_A	YPR016C
C3_07430W_A	YDR051C
C1_02960C_A	YHR194W
C5_05190W_A	YHR071W
C1_04820C_A	YPL183W-A
C2_01430W_A	YML022W
C1_10870W_A	YDR447C
CR_06050W_A	YBR160W
C3_02310W_A	YPR138C
C5_00480C_A	YMR079W
C1_12260W_A	YKL119C
C1_13200C_A	YLR107W
C1_11550W_A	YHR089C
C6_03800C_A	YLR023C
C5_00200C_A	YLR399C
C7_02640W_A	YNL121C
CR_05440W_A	YJR025C
C6_02430W_A	YGL133W
C4_04290W_A	YGL233W
C4_00800W_A	YDL105W
C5_05140W_A	YHR063C
C2_08620W_A	YPL191C
C1_01460W_A	YDL231C
C1_04110W_A	YPR139C
C3_02460C_A	YNL316C
C1_09490C_A	YMR217W
CR_09120C_A	YML085C
C2_06190W_A	YER086W
C7_04330C_A	YJL004C
CR_04480C_A	YNL239W
C5_05370C_A	YER013W
C5_04750C_A	YMR290C
C3_04400C_A	YJR042W
CR_01110W_A	YPR088C
CR_05830C_A	YER019W
CR_08010W_A	YDR320C-A
C1_09850C_A	YPL260W
C5_00070W_A	YJR076C
C1_06710W_A	YDL108W
CR_01480W_A	YER087W
C1_07690C_A	YGL238W
C2_05130W_A	YML131W
C7_02060W_A	YJL087C
C3_07100C_A	YBR212W
C2_05940C_A	YLR396C
CR_03600C_A	YPL010W
C1_09530W_A	YKL019W
C2_01740C_A	YKL138C
C2_04710C_A	YNL229C
C1_01180C_A	YIL072W
C6_01380C_A	YJR074W
CR_07180W_A	YLR080W
CR_03070W_A	YNL001W
CR_03800C_A	YDR075W
C4_05210W_A	YPR113W
C2_09480W_A	YIL139C
C2_09580W_A	YIL044C
C4_01760W_A	YPR051W
C3_05770C_A	YNL026W
C1_10700C_A	YLR351C
C1_12370W_A	YLR021W
C1_07490C_A	YBL035C
C4_00380W_A	YMR041C
C3_03260W_A	YLR115W
C6_03040C_A	YNL325C
C2_04540C_A	YBR187W
C2_09640W_A	YER003C
C3_01780C_A	YLR218C
C2_03390C_A	YDR258C
C2_04260W_A	YPL042C
C2_09150W_A	YPL057C
C6_02140W_A	YHR182W
CR_01030W_A	YIR023W
C1_07060C_A	YIL156W-B
C6_00190W_A	YNL206C
CR_02040W_A	YNL020C
CR_03460W_A	YPL011C
C2_07420W_A	YKR043C
C4_03730C_A	YHR070W
C2_02540W_A	YMR229C
C6_01910W_A	YDR226W
C1_14270W_A	YDR428C
C1_06010W_A	YHR142W
C2_07680W_A	YDR237W
C5_04680W_A	YGR170W
C4_02710C_A	YDR098C
C2_04190C_A	YGR019W
C2_05750W_A	YPL146C
CR_10120C_A	YOR305W
C4_04210C_A	YGL127C
CR_09480W_A	YPR178W
C2_03010C_A	YJL026W
C2_07100W_A	YNR023W
C2_06220C_A	YLR288C
C2_05530C_A	YIL063C
CR_01280C_A	YDL046W
C1_07590C_A	YBL037W
C2_00190C_A	YLR324W
CR_00870C_A	YDR126W
C7_01040C_A	YIL001W
C4_01250W_A	YMR069W
C1_10650W_A	YBL019W
CR_09930W_A	YDR124W
CR_04560C_A	YKL113C
CR_00630W_A	YIL056W
C4_01680W_A	YKL058W
C7_01580W_A	YLR383W
C1_01150C_A	YOL141W
C6_03640W_A	YNR053C
C3_00180C_A	YIR027C
C6_02340W_A	YPL204W
C1_07110W_A	YGR274C
C1_02850W_A	YOR359W
C1_07790C_A	YLR003C
CR_04570C_A	YCR002C
C7_04150W_A	YMR185W
CR_03980W_A	YJR056C
C7_03610C_A	YOL098C
C5_00940C_A	YOR358W
C7_03070C_A	YJL005W
C4_04890C_A	YGL031C
C1_08640W_A	YOL067C
C5_03510C_A	YHR131C
C7_00520W_A	YOL145C
CR_07520C_A	YGL210W
C2_09840W_A	YAL034W-A
CR_00230W_A	YJL039C
CR_04720C_A	YGL150C
C5_04340W_A	YOR288C
C5_02530W_A	YDL103C
C1_10780C_A	YDL125C
CR_02550C_A	YGR158C
C1_06520C_A	YCR032W
C1_12590W_A	YPR020W
CR_08370W_A	YOL049W
CR_02170W_A	YNL277W
C1_05420W_A	YOL149W
C2_07590W_A	YHR039C-A
CR_07010W_A	YBR084W
C1_04960C_A	YML088W
C3_05410W_A	YOL060C
C2_05680W_A	YPR105C
C7_03390C_A	YER094C
CR_02110W_A	YGL201C
CR_06800C_A	YNL030W
C3_03510C_A	YPR155C
C6_03580W_A	YBR131W
C1_04120C_A	YIR005W
C1_10080W_A	YDR482C
CR_00330C_A	YPL147W
CR_01330W_A	YJR109C
C2_09890W_A	YNR015W
C4_01840C_A	YAL049C
C1_05750C_A	YMR176W
C3_00790W_A	YKL048C
C2_03530W_A	YGL160W
C5_03870C_A	YDL173W
C3_00860W_A	YKL049C
C2_06960W_A	YPR069C
C5_04110W_A	YGL028C
C1_05230W_A	YKL144C
CR_03930C_A	YHR036W
C2_06970W_A	YNL141W
C6_03170C_A	YBR008C
C4_02900C_A	YGR189C
C4_04550C_A	YKR087C
CR_07260C_A	YGL183C
CR_00980C_A	YKL088W
C5_00250C_A	YLR412W
C3_02920W_A	YHR132W-A
C1_08010W_A	YPR183W
CR_06660W_A	YAL067C
C1_00590W_A	YOR187W
