UniProt Acc	Sequence Name (Gene)
O61918	C18G1.7
O61922	C18G1.8
O61923	C18G1.9
Q18102	C18H2.1
Q18103	C18H2.2
Q18104	C18H2.3
Q18105	C18H2.4
Q8MNV1	C18H2.5
Q9GZF5	C18H7.1
Q9GZG1	C18H7.4
Q9GZG3	C18H7.5
D0IMZ1	C18H7.6
Q9GZG0	C18H7.7
Q9GZF9	C18H7.8
Q9GZF8	C18H7.9
Q09481	C18H9.1
Q09237	C18H9.2
Q09482	C18H9.3
Q09484	C18H9.5
Q09238	C18H9.6
Q18106	C18H9.8
D0VWL6	C23F12.1
Q18109	C23F12.1
D0VWL7	C23F12.1
D0VWL8	C23F12.1
Q18108	C23F12.3
Q18107	C23F12.4
P48459	C23G10.1
Q95QV0	C23G10.1
Q10121	C23G10.2
Q10121	C23G10.2
Q10121	C23G10.2
Q9GYR8	C23G10.5
Q9GYR7	C23G10.6
Q45EK7	C23G10.7
Q45EK7	C23G10.7
Q45EK7	C23G10.7
Q9GYR5	C23G10.8
Q9GYR4	C23G10.10
Q9GYR3	C23G10.11
P91081	C23H3.2
Q8IFY5	C23H3.2
P91080	C23H3.3
A9Z1L6	C23H3.3
P91079	C23H3.4
Q5R3Y5	C23H3.4
P91078	C23H3.5
Q95Q82	C23H3.9
Q95Q80	C23H3.9
Q95Q81	C23H3.9
Q6A5A0	C23H3.9
O61833	C23H5.1
Q7YZV1	C23H5.2
O61830	C23H5.3
O61827	C23H5.7
O61828	C23H5.8
O61829	C23H5.8
A8WIS5	C23H5.8
O17058	C24A1.1
O17057	C24A1.2
Q400M2	C24A1.2
O17055	C24A1.3
Q6A591	C24A1.3
Q18126	C24A3.1
Q18124	C24A3.2
Q95QU9	C24A3.2
Q18122	C24A3.4
Q18127	C24A3.8
P91096	C24A8.1
Q304D8	C24A8.4
P91097	C24A8.5
P91090	C24A11.1
P91087	C24A11.2
P91088	C24A11.5
P91089	C24A11.6
Q18130	C24B5.1
Q8MNV0	C24B5.2
Q8MNV0	C24B5.2
Q3Y402	C24B5.4
O76432	C24B9.2
O76430	C24B9.3
Q71UN8	C24B9.3
O76431	C24B9.4
B1GRL3	C24B9.4
O76433	C24B9.5
O76434	C24B9.6
O76438	C24B9.9
O44136	C24D10.1
O44135	C24D10.2
O44134	C24D10.4
O44132	C24D10.5
O44133	C24D10.6
Q76NP8	C24D10.7
O76385	C24G6.2
Q9TZS7	C24G6.2
O76384	C24G6.3
O76383	C24G6.6
O76387	C24G6.8
P91103	C24G7.1
P91102	C24G7.2
P91100	C24G7.4
Q18135	C24H10.1
Q18134	C24H10.2
Q18133	C24H10.3
Q18132	C24H10.4
O17165	C24H12.1
O17164	C24H12.2
O17157	C24H12.4
Q95X81	C24H12.4
O17156	C24H12.5
Q95X82	C24H12.5
O17158	C24H12.6
O17159	C24H12.7
O17160	C24H12.8
O17162	C24H12.10
O17163	C24H12.11
Q4R171	C25A6.1
Q18145	C25A8.1
Q18144	C25A8.2
Q18143	C25A8.4
Q18142	C25A8.5
Q18141	C25A11.1
Q18140	C25A11.2
Q18146	C25B8.4
Q7Z122	C25B8.4
Q7Z121	C25B8.4
Q18149	C25B8.5
Q8MQC4	C25B8.7
Q18155	C25E10.1
Q27471	C25E10.2
Q18154	C25E10.3
Q95ZY6	C25E10.3
Q5BHI3	C25E10.3
Q18153	C25E10.4
Q18152	C25E10.5
Q18156	C25E10.7
Q18157	C25E10.8
Q18159	C25E10.10
Q18160	C25E10.11
Q18161	C25E10.12
Q18166	C25F6.1
Q18164	C25F6.3
Q18163	C25F6.4
Q18162	C25F6.6
Q967F7	C25F6.7
Q8MQC3	C25F6.7
Q18180	C25G6.1
Q18176	C25G6.3
Q18178	C25G6.4
Q18179	C25G6.5
Q18189	C25H3.1
Q18187	C25H3.3
Q18186	C25H3.4
Q18184	C25H3.5
D7SFJ1	C25H3.6
D7SFJ3	C25H3.6
Q8IG46	C25H3.6
Q8MQC1	C25H3.7
Q18183	C25H3.8
D7SFJ2	C25H3.9
D7SFJ4	C25H3.9
Q18188	C25H3.10
Q5WRT7	C25H3.10
Q9BIA3	C25H3.11
Q9BIA4	C25H3.12
Q8IG45	C25H3.14
Q18194	C26B2.1
Q18193	C26B2.2
Q18190	C26B2.4
Q18191	C26B2.5
Q18195	C26B2.6
Q18196	C26B2.7
Q18197	C26B2.8
Q18202	C26B9.1
Q7Z123	C26B9.1
Q18201	C26B9.2
Q18200	C26B9.3
Q18198	C26B9.5
Q18199	C26B9.6
Q95QU8	C26B9.7
Q18226	C26E6.1
Q18225	C26E6.2
Q18224	C26E6.3
Q10578	C26E6.4
P49404	C26E6.6
Q95QU3	C26E6.7
Q95QU4	C26E6.7
Q18218	C26E6.11
Q95QU5	C26E6.12
Q18233	C26F1.1
Q8I7M0	C26F1.1
Q27472	C26F1.2
Q18232	C26F1.3
Q18228	C26F1.6
Q18227	C26F1.7
D3KFR7	C26F1.7
Q18237	C27A2.1
Q18236	C27A2.4
Q18238	C27A2.5
O01961	C27A12.2
O01959	C27A12.4
O01963	C27A12.6
O01964	C27A12.7
Q8I7N4	C27A12.7
O01965	C27A12.8
O01966	C27A12.9
Q10030	C27D6.1
Q10032	C27D6.3
Q09636	C27D6.4
Q4JFI0	C27D6.4
Q4JFH9	C27D6.4
Q18255	C27D9.1
Q18256	C27D9.2
Q18263	C27F2.1
Q18257	C27F2.4
Q18258	C27F2.5
Q18261	C27F2.6
Q18262	C27F2.7
Q18264	C27F2.8
Q95QU0	C27F2.10
Q18266	C27H5.2
Q95QT9	C27H5.2
Q8IG44	C27H5.2
Q8IG43	C27H5.2
Q18265	C27H5.3
Q18267	C27H5.4
Q7YZG1	C27H5.4
Q18269	C27H5.6
Q18283	C28C12.1
Q18282	C28C12.2
P50437	C28C12.3
Q18280	C28C12.4
Q18275	C28C12.11
A9Z1K3	C28C12.11
Q95QT5	C28C12.12
Q09239	C28F5.1
Q09240	C28F5.2
Q10040	C28F5.4
Q18287	C28G1.2
Q18286	C28G1.3
Q18289	C28G1.4
Q95QT3	C28G1.5
A8WFJ8	C28G1.5
Q8MQB4	C28G1.6
Q09242	C28H8.1
Q09243	C28H8.2
Q09475	C28H8.3
Q09473	C28H8.4
Q09244	C28H8.5
Q27GU9	C28H8.5
Q09476	C28H8.6
Q09476	C28H8.6
Q09476	C28H8.6
Q09245	C28H8.7
Q09246	C28H8.8
Q09477	C28H8.9
Q8I7L7	C28H8.9
A8WFG1	C28H8.9
Q09474	C28H8.11
Q8I7L6	C28H8.11
Q27GU8	C28H8.11
P34341	C29E4.2
C8JQN8	C29E4.5
C8JQN7	C29E4.5
P34345	C29E4.7
Q95QT2	C29E4.10
Q8MNU8	C29E4.12
Q18310	C29F5.1
Q18308	C29F5.2
Q18305	C29F5.3
Q18307	C29F5.5
Q18311	C29F5.7
Q9TZB2	C29F9.1
Q9TZB3	C29F9.2
Q9TZB5	C29F9.3
Q8MNX2	C29F9.3
Q8MNX3	C29F9.3
Q336K9	C29F9.4
Q9TZB8	C29F9.5
Q9TZB9	C29F9.6
Q9TZC3	C29F9.8
Q9TZC2	C29F9.9
Q9TZC1	C29F9.10
Q9TZC0	C29F9.11
Q9TZB6	C29F9.12
Q9TZB4	C29F9.13
O16889	C29G2.1
O16888	C29G2.2
O16886	C29G2.3
O16885	C29G2.4
O16884	C29G2.5
O16887	C29G2.6
Q18315	C29H12.2
Q18313	C29H12.5
Q18314	C29H12.6
P34349	C30A5.3
P34350	C30A5.4
C8JQN6	C30A5.10
Q2V4Y1	C30A5.10
Q18320	C30B5.1
Q18319	C30B5.2
Q18319	C30B5.2
Q18318	C30B5.4
Q18321	C30B5.5
Q18322	C30B5.6
Q18323	C30B5.7
Q04907	C30C11.1
Q05036	C30C11.4
O17336	C30E1.2
O17335	C30E1.3
O17334	C30E1.4
O17333	C30E1.5
O17331	C30E1.6
O17330	C30E1.7
O17332	C30E1.8
Q95YD5	C30F8.2
Q95YD3	C30F8.3
Q95YE2	C30F12.1
Q95YE1	C30F12.2
Q95YE0	C30F12.3
Q95YD9	C30F12.4
D0G903	C30F12.5
D0G904	C30F12.5
Q95YD7	C30F12.6
Q95YD8	C30F12.7
Q18330	C30G4.2
Q65ZH8	C30G4.4
Q65ZH9	C30G4.4
C6KRG8	C30G4.4
Q18334	C30G4.5
Q18335	C30G4.6
Q95ZX8	C30G4.7
Q09255	C30G12.1
Q09486	C30G12.2
Q09256	C30G12.3
Q09257	C30G12.4
Q09259	C30G12.6
Q09259	C30G12.6
O01492	C30H7.2
O01492	C30H7.2
O16908	C31B8.1
O16904	C31B8.2
O16898	C31B8.4
O16900	C31B8.7
O16901	C31B8.8
O16902	C31B8.9
O16907	C31B8.12
Q18340	C31H1.1
Q18337	C31H1.2
Q18339	C31H1.5
Q18341	C31H1.6
Q8I7L5	C31H1.6
Q18342	C31H1.7
Q18343	C31H1.8
Q18344	C31H2.1
Q8MQB0	C31H2.1
Q18346	C31H2.3
Q18347	C31H2.4
Q95ZM4	C32B5.1
Q8IFY4	C32B5.1
P91117	C32B5.3
P91116	C32B5.4
P91115	C32B5.5
P91113	C32B5.6
P91111	C32B5.7
P91107	C32B5.9
P91104	C32B5.10
P91105	C32B5.11
P91106	C32B5.12
P91110	C32B5.13
P91112	C32B5.14
P91114	C32B5.15
P91109	C32B5.16
Q09262	C32D5.1
Q09263	C32D5.3
Q09264	C32D5.4
Q09265	C32D5.5
Q09266	C32D5.6
Q09267	C32D5.7
Q09489	C32D5.8
Q65ZJ7	C32D5.8
Q09268	C32D5.10
Q18355	C32D5.11
Q09491	C32D5.12
P91131	C32E8.1
P91127	C32E8.3
P91126	C32E8.4
P91125	C32E8.5
P91123	C32E8.6
Q8T3B8	C32E8.6
P91130	C32E8.9
P91133	C32E8.11
P91122	C32E12.1
P91119	C32E12.2
P91120	C32E12.3
Q95Q77	C32E12.4
O01686	C32F10.1
Q8I7N6	C32F10.1
O01681	C32F10.4
O01685	C32F10.8
Q86GU3	C32F10.8
O16584	C33C12.1
O16580	C33C12.3
A8DZ32	C33C12.3
O16576	C33C12.4
O16577	C33C12.5
O16579	C33C12.7
O16581	C33C12.8
O16582	C33C12.9
O16583	C33C12.10
Q22904	C33D12.2
Q22908	C33D12.6
O61801	C33E10.1
O61800	C33E10.2
O61797	C33E10.5
Q9N504	C33E10.6
O61798	C33E10.8
O61799	C33E10.10
Q18389	C33F10.1
Q18386	C33F10.2
A8WFK3	C33F10.4
Q18382	C33F10.5
Q9BIA2	C33F10.5
Q8MQA8	C33F10.5
Q65ZI0	C33F10.5
Q18384	C33F10.7
Q5DX35	C33F10.7
Q18385	C33F10.8
Q18388	C33F10.11
C4ALD4	C33F10.11
Q18390	C33F10.12
Q95QS7	C33F10.13
Q18401	C33G8.2
Q18400	C33G8.3
Q18399	C33G8.4
Q18398	C33G8.5
Q18391	C33G8.7
Q18393	C33G8.8
Q18394	C33G8.9
Q18395	C33G8.10
Q18392	C33G8.12
Q95ZX7	C33G8.13
Q18417	C33H5.1
Q18416	C33H5.2
Q18404	C33H5.6
Q18403	C33H5.7
Q18405	C33H5.8
Q18406	C33H5.9
Q18408	C33H5.11
Q18410	C33H5.13
Q18411	C33H5.14
Q18412	C33H5.15
Q18415	C33H5.16
Q18418	C33H5.17
P53439	C33H5.18
Q95QS5	C33H5.18
O44957	C34B2.1
O44956	C34B2.2
O44950	C34B2.3
O44949	C34B2.4
O44951	C34B2.5
O44952	C34B2.6
O44954	C34B2.7
O44955	C34B2.8
O44958	C34B2.9
O44953	C34B2.10
Q95X54	C34B2.11
Q18452	C34D4.1
Q27475	C34D4.2
Q18451	C34D4.3
Q18449	C34D4.4
A0FLQ7	C34D4.4
Q18440	C34D4.10
Q18444	C34D4.11
Q18446	C34D4.13
Q18447	C34D4.14
Q18438	C34D10.1
Q18437	C34D10.2
P46580	C34E10.5
P46582	C34E10.8
P46583	C34E10.9
Q95QS4	C34E10.10
Q95QS3	C34E10.11
Q18466	C34F11.1
Q18465	C34F11.2
D7SFL3	C34F11.3
D7SFL2	C34F11.3
D7SFL4	C34F11.3
Q18462	C34F11.5
Q18464	C34F11.8
Q8T3B6	C34G6.1
O01497	C34G6.2
O01496	C34G6.3
O01493	C34G6.5
O01494	C34G6.6
Q8T3B7	C34G6.6
Q9N5X7	C34H3.1
O45144	C34H4.1
O45143	C34H4.2
Q8MXH4	C34H4.5
O16548	C35A11.1
O16546	C35A11.2
O16545	C35A11.3
O16547	C35A11.4
D3NQ89	C35B1.2
O45059	C35B1.3
O45058	C35B1.4
O45060	C35B1.5
Q95X48	C35B1.7
Q7YXG5	C35B1.8
Q18478	C35B8.3
Q7JPI4	C35B8.3
Q8WQG1	C35D10.1
Q18488	C35D10.2
Q18487	C35D10.3
Q18485	C35D10.5
Q18483	C35D10.6
Q8IG41	C35D10.7
Q8IG40	C35D10.7
Q18481	C35D10.8
Q18484	C35D10.10
Q27317	C35D10.11
Q18489	C35D10.12
Q18490	C35D10.13
Q18492	C35D10.14
Q95QR9	C35D10.15
Q8MNU7	C35D10.17
O61775	C35E7.1
Q95X38	C35E7.2
Q95X37	C35E7.2
O61773	C35E7.3
O61772	C35E7.4
O61771	C35E7.5
Q8IA60	C35E7.5
O61770	C35E7.6
O61769	C35E7.7
O61766	C35E7.8
O61765	C35E7.9
O61767	C35E7.10
O61768	C35E7.10
Q95X36	C35E7.11
Q966P5	C36B7.1
Q966P6	C36B7.2
Q966P7	C36B7.3
Q966Q1	C36B7.4
Q966P9	C36B7.5
Q966Q0	C36B7.5
Q966P8	C36B7.6
O16412	C36C5.2
O16411	C36C5.3
O16409	C36C5.4
O16405	C36C5.5
Q8ITZ7	C36C5.6
Q8ITZ6	C36C5.7
Q8ITZ5	C36C5.8
Q8ITZ4	C36C5.9
O16403	C36C5.10
O16404	C36C5.11
O16406	C36C5.12
O16408	C36C5.14
O16410	C36C5.15
Q9TZK8	C36C9.1
Q9TZK9	C36C9.3
Q9TZK7	C36C9.4
Q9TZK6	C36C9.5
Q9BLA1	C36E6.1
Q9BLA0	C36E6.1
Q9BL99	C36E6.2
O01502	C37A2.3
O01503	C37A2.6
O01504	C37A2.7
O01506	C37A2.8
Q95Q71	C37A2.8
Q22919	C37C3.1
B7WN67	C37C3.1
Q22918	C37C3.2
Q22918	C37C3.2
Q8I7H7	C37C3.2
Q22916	C37C3.3
Q22913	C37C3.7
Q22915	C37C3.8
Q22915	C37C3.8
Q22917	C37C3.9
Q22920	C37C3.10
Q22921	C37C3.11
Q8I7H8	C37C3.12
Q8I7H9	C37C3.13
P91143	C37H5.2
P91141	C37H5.3
Q8I7H5	C37H5.3
P91136	C37H5.5
P91134	C37H5.6
P91134	C37H5.6
Q95Q68	C37H5.13
Q95Q67	C37H5.13
A3RMS7	C37H5.13
A5A8Q7	C38C3.3
O17074	C38C3.4
Q7KQ32	C38C3.4
O17075	C38C3.6
O17078	C38C3.7
O17079	C38C3.8
O17081	C38C3.9
Q18505	C38C5.1
C6KRG2	C38C5.1
Q9N5W5	C39B5.1
Q9N5W7	C39B5.2
Q9N5W9	C39B5.3
Q9N5X0	C39B5.4
C2BR91	C39B5.5
Q9N5X5	C39B5.6
Q9N5X2	C39B5.7
Q9N5X3	C39B5.8
Q9N5W8	C39B5.9
Q9N5W6	C39B5.10
Q18528	C39D10.1
Q18525	C39D10.2
Q18524	C39D10.3
A4UVJ6	C39D10.3
Q18526	C39D10.5
Q18527	C39D10.6
Q18529	C39D10.7
Q95QR8	C39D10.8
Q95QR7	C39D10.8
Q8T3E9	C39D10.8
Q8T3E8	C39D10.9
Q18531	C39E6.2
Q9UAQ5	C39F7.1
Q9UAQ3	C39F7.2
B1GRL4	C39F7.2
Q9UAQ7	C39F7.5
Q18553	C39H7.1
Q18550	C39H7.4
Q18551	C39H7.5
Q9TZA4	C40A11.1
Q9TZA7	C40A11.2
Q9TZA9	C40A11.3
Q9TZB0	C40A11.4
Q9TZB1	C40A11.5
Q9TZA8	C40A11.6
Q9TZA6	C40A11.7
Q9TZA5	C40A11.8
Q965H0	C40A11.10
O76559	C40D2.1
O76558	C40D2.2
O76557	C40D2.3
O76560	C40D2.4
Q18559	C41A3.1
Q3HKB7	C41A3.2
Q3HKB8	C41A3.2
O16529	C41D7.1
O01972	C41D11.3
B3KLZ9	C41D11.3
Q8T3G4	C41D11.4
O01975	C41D11.5
O01978	C41D11.6
O01976	C41D11.7
Q95QZ5	C41D11.9
Q3Y403	C41G11.1
Q3Y404	C41G11.1
Q18564	C41G11.4
Q8MQA6	C41G11.4
Q7JP11	C41G11.4
O17154	C41H7.1
O17153	C41H7.2
O17152	C41H7.3
O17151	C41H7.4
O17150	C41H7.5
O17149	C41H7.6
O17155	C41H7.7
Q86S48	C41H7.8
A3QMB0	C42C1.1
A3QMB1	C42C1.2
A3QMB2	C42C1.3
A3QMB3	C42C1.4
A3QMB4	C42C1.4
A3QMC8	C42C1.5
A3QMB5	C42C1.6
A3QMB6	C42C1.7
D3TDG8	C42C1.7
A3QMB7	C42C1.8
A3QMB8	C42C1.9
D3TDG9	C42C1.9
A3QMB9	C42C1.10
C0RSI9	C42C1.10
A3QMC7	C42C1.10
C42C1.10d	C42C1.10
Q7KPI8	C42C1.11
A3QMC1	C42C1.11
A3QMC2	C42C1.11
A3QMC3	C42C1.12
A3QMC4	C42C1.13
A7IQW5	C42C1.13
A3QMC6	C42C1.15
Q18577	C42D4.1
Q18573	C42D4.2
Q18572	C42D4.3
Q18574	C42D4.11
Q18576	C42D4.13
Q18582	C42D8.1
Q18579	C42D8.4
P91156	C43E11.1
P91153	C43E11.2
Q8I7H2	C43E11.2
A4LBC2	C43E11.3
A4LBC3	C43E11.3
P91147	C43E11.5
P91149	C43E11.8
P91154	C43E11.9
P91151	C43E11.11
Q8I7H4	C43E11.12
A4LBC1	C43E11.12
Q94177	C43G2.1
Q94174	C43G2.2
Q94173	C43G2.3
Q94175	C43G2.4
Q5WRR4	C43H6.1
Q18587	C43H6.3
Q18586	C43H6.4
A8WFK8	C43H6.6
Q18585	C43H6.7
Q9TZN1	C43H8.1
Q9TZN2	C43H8.2
Q10920	C44B7.1
Q95QR5	C44B7.2
Q95QR6	C44B7.2
Q18592	C44B7.3
Q18593	C44B7.4
Q18594	C44B7.5
Q18595	C44B7.6
Q7YXG7	C44B7.6
Q18596	C44B7.7
Q18599	C44B7.10
Q18600	C44B7.11
Q8IG39	C44B7.12
O01908	C44B11.1
Q95QZ6	C44B11.4
Q8MNW0	C44B11.6
O44145	C44B12.1
O44142	C44B12.3
O44144	C44B12.5
O44146	C44B12.6
Q18611	C44C1.1
Q18607	C44C1.2
Q18609	C44C1.4
Q8MQA4	C44C1.4
Q18610	C44C1.5
Q86DB9	C44C1.5
Q8MQA5	C44C1.6
A3KFE8	C44C8.1
A3KFE9	C44C8.2
A3KFE9	C44C8.3
A3KFE8	C44C8.4
O01808	C44E4.1
Q7KQG4	C44E4.1
Q8T3G9	C44E4.1
O01807	C44E4.2
O01804	C44E4.3
O01806	C44E4.4
A6PVA1	C44E4.5
O01805	C44E4.6
Q9TXR0	C44E4.7
Q18621	C44E12.1
Q95YC6	C45B2.1
Q95YC7	C45B2.2
Q95YC8	C45B2.3
Q95YD2	C45B2.6
Q95YC5	C45B2.8
O44962	C45E1.4
Q18645	C45E5.1
Q18644	C45E5.2
Q18643	C45E5.3
Q18642	C45E5.4
O76359	C45G7.1
O76358	C45G7.2
O76357	C45G7.3
O76354	C45G7.4
Q09503	C45G9.1
Q09504	C45G9.2
Q09505	C45G9.4
Q09278	C45G9.5
Q09279	C45G9.6
Q09279	C45G9.6
Q09506	C45G9.7
A8WFG2	C45G9.8
Q09507	C45G9.9
Q09281	C45G9.10
Q09281	C45G9.10
Q09282	C45G9.11
Q09283	C45G9.12
Q8MNU5	C45G9.13
O44705	C45H4.1
O44704	C45H4.2
Q5F4U4	C45H4.3
O44701	C45H4.6
O44696	C45H4.7
O44697	C45H4.8
O44695	C45H4.9
O44694	C45H4.10
O44692	C45H4.11
O44693	C45H4.13
O44698	C45H4.14
Q8IA69	C45H4.14
O44700	C45H4.16
O44706	C45H4.17
Q18652	C46A5.1
Q18651	C46A5.2
Q18647	C46A5.4
Q18650	C46A5.6
Q18653	C46A5.8
Q966P3	C46C11.3
O44718	C46E10.1
O44717	C46E10.2
O44716	C46E10.3
O61206	C46E10.4
O44714	C46E10.5
O44719	C46E10.8
O44720	C46E10.9
O61736	C46F2.1
Q18660	C46F4.2
O17192	C46F9.1
O17191	C46F9.2
O17190	C46F9.3
O17189	C46F9.4
O02142	C46G7.1
O02141	C46G7.2
O02140	C46G7.3
Q18661	C46H3.1
Q18662	C46H3.2
Q86DC0	C46H3.2
Q18663	C46H3.3
Q9GYI9	C46H11.1
Q9GYJ1	C46H11.2
P91167	C46H11.3
Q9GYJ7	C46H11.6
Q9GYJ4	C46H11.7
Q9GYJ3	C46H11.8
Q9GYJ2	C46H11.9
Q7Z126	C46H11.10
Q7Z125	C46H11.10
Q1XIS2	C46H11.11
Q94179	C47C12.2
Q94180	C47C12.4
Q22923	C47D2.1
Q18697	C48A7.2
O01513	C48B6.2
O01512	C48B6.3
O01508	C48B6.4
O01509	C48B6.5
O01514	C48B6.8
O01515	C48B6.9
Q95ZM3	C48B6.10
Q18701	C48C5.1
Q18700	C48C5.3
O02082	C48E7.1
Q8IG67	C48E7.2
Q8IG72	C48E7.6
Q8IG73	C48E7.7
Q8IG66	C48E7.8
Q8IG69	C48E7.11
O44155	C49A9.1
O44154	C49A9.2
O44153	C49A9.3
O44152	C49A9.4
O44151	C49A9.5
O44150	C49A9.6
O44148	C49A9.7
O44149	C49A9.8
Q9BKP7	C49A9.9
Q86GU6	C49A9.9
Q86GU7	C49A9.10
Q18707	C49C8.1
Q18706	C49C8.2
Q18704	C49C8.3
Q27482	C49C8.4
Q18705	C49C8.5
Q18708	C49C8.6
O16609	C49D10.2
A4V4W2	C49D10.4
O16601	C49D10.7
O16602	C49D10.8
O16603	C49D10.9
O16607	C49D10.10
Q95X89	C49D10.11
O16229	C49G7.1
O16226	C49G7.3
O16225	C49G7.4
O16224	C49G7.5
O16223	C49G7.6
B1GRK2	C49G7.7
O16220	C49G7.8
O16222	C49G7.10
O16228	C49G7.11
Q9GYQ6	C49H3.3
Q9GYQ8	C49H3.4
Q95QQ9	C49H3.6
Q95QR0	C49H3.6
Q9GYR2	C49H3.8
Q9GYR0	C49H3.9
Q9GYQ5	C49H3.12
O44139	C50A2.2
O44137	C50A2.3
O44138	C50A2.4
P34366	C50C3.1
P34367	C50C3.2
P34368	C50C3.5
P34370	C50C3.7
P34371	C50C3.8
Q8MNU3	C50C3.12
O44799	C50D2.1
O44798	C50D2.2
O44797	C50D2.3
Q8ITY4	C50D2.5
Q8ITY7	C50D2.6
Q86S40	C50D2.7
Q8ITY5	C50D2.8
Q8ITY6	C50D2.9
Q22934	C50E3.1
Q22933	C50E3.2
Q22932	C50E3.3
Q22924	C50E3.5
Q22925	C50E3.6
Q22927	C50E3.7
Q22928	C50E3.8
Q22929	C50E3.9
Q22930	C50E3.10
A7LPD9	C50E3.11
Q22935	C50E3.12
Q22936	C50E3.13
A3QM99	C50E10.1
A3QMA0	C50E10.2
A3QMA1	C50E10.3
A3QMA3	C50E10.5
A3QMA4	C50E10.6
A3QMA5	C50E10.7
A3QMA6	C50E10.8
A3QMA7	C50E10.9
A3QMA8	C50E10.10
A3QMA9	C50E10.11
P91178	C50F2.1
P91176	C50F2.2
P91175	C50F2.3
P91177	C50F2.4
P91179	C50F2.5
P91181	C50F2.7
P91182	C50F2.8
Q18757	C50F7.1
Q7YXG8	C50F7.1
Q18755	C50F7.3
P53589	C50F7.4
Q18751	C50F7.5
Q18750	C50F7.6
Q18754	C50F7.9
Q18758	C50F7.10
O16481	C50H11.1
O16480	C50H11.2
O16479	C50H11.3
O16478	C50H11.4
O16476	C50H11.5
O16468	C50H11.8
O16470	C50H11.10
O16471	C50H11.11
O16474	C50H11.13
O16477	C50H11.14
O16482	C50H11.15
O16484	C50H11.17
Q95YC4	C52A10.1
Q95YC3	C52A10.2
Q95YC2	C52A10.3
Q22941	C52B9.2
Q7JNQ1	C52B9.2
Q22939	C52B9.3
Q8IFX8	C52B9.3
Q22938	C52B9.4
Q22944	C52B9.8
Q8WQC1	C52B9.10
Q8IFX7	C52B9.11
Q18776	C52B11.2
Q18775	C52B11.3
Q18774	C52B11.4
Q18773	C52B11.5
A3QM90	C52D10.1
A3QM91	C52D10.3
A3QM97	C52D10.12
Q9N4K5	C52E2.1
Q9N4K6	C52E2.2
Q9N4K7	C52E2.3
Q95Y49	C52E2.4
Q9N4L1	C52E2.5
Q95Y48	C52E2.6
Q95Y47	C52E2.7
Q9N4K4	C52E2.8
Q18782	C52E12.1
Q18780	C52E12.4
Q8IG38	C52E12.6
O44537	C53A3.1
O44538	C53A3.2
Q18805	C53B7.2
Q18804	C53B7.3
A8WFK0	C53B7.3
A8WFK1	C53B7.3
A8WFK2	C53B7.3
Q18808	C53B7.6
O45311	C53B7.7
Q09936	C53C9.2
P91186	C53C11.1
P91185	C53C11.2
P91183	C53C11.4
Q966N0	C53D5.1
Q966M9	C53D5.1
Q8IAB7	C53D5.1
D1P8J1	C53D5.1
Q9N5V7	C53D5.2
Q9N5V8	C53D5.3
Q9N5V6	C53D5.4
Q9N5V4	C53D5.5
O01826	C53H9.2
Q8WQH3	C53H9.2
Q86GU9	C53H9.2
Q18816	C54A12.2
Q09939	C54A12.3
Q09930	C54A12.4
Q18821	C54D1.2
Q18823	C54D1.5
Q8MQ96	C54D1.7
Q18839	C54D2.1
Q18838	C54D2.2
O44470	C54E4.1
O44466	C54E4.2
Q86GV1	C54E4.2
O44469	C54E4.4
Q65CM5	C54E4.5
O16449	C54F6.3
O16448	C54F6.4
O16447	C54F6.5
O16446	C54F6.6
O16444	C54F6.7
O16443	C54F6.8
O16442	C54F6.9
Q5CCI8	C54F6.11
O16450	C54F6.12
O44979	C54G6.1
Q965K4	C54G6.1
O44980	C54G6.2
O44981	C54G6.3
Q18858	C54G7.1
Q18856	C54G7.2
Q18859	C54G7.4
Q18861	C54H2.3
Q18862	C54H2.4
P91190	C55B6.1
Q65ZG2	C55B6.1
P91187	C55B6.4
P91191	C55B6.5
Q966M2	C55B7.3
Q966M3	C55B7.4
Q8IAB6	C55B7.4
Q966M4	C55B7.5
Q58QG7	C55B7.6
Q966M1	C55B7.10
Q966M0	C55B7.11
O01830	C55C2.1
O01828	C55C2.3
O01827	C55C2.4
Q18869	C55C3.1
Q18868	C55C3.2
Q18866	C55C3.3
Q18865	C55C3.4
Q18867	C55C3.5
Q95QQ6	C55C3.6
Q95QQ5	C55F2.1
Q95QQ4	C55F2.1
Q7JNV5	C55F2.1
Q9GYQ2	C55F2.2
Q18872	C55H1.1
Q18891	C56C10.1
Q18886	C56C10.3
Q18883	C56C10.4
Q18882	C56C10.6
Q95QQ2	C56C10.7
Q95QQ2	C56C10.7
Q95QQ2	C56C10.7
Q18887	C56C10.9
Q18888	C56C10.10
Q18889	C56C10.11
Q18892	C56C10.12
Q18898	C56E6.2
Q18897	C56E6.3
Q65ZJ1	C56E6.3
Q18899	C56E6.4
Q18900	C56E6.5
Q18902	C56E6.6
Q18895	C56E10.1
Q18893	C56E10.3
B3WFU0	C56E10.3
Q09285	C56G2.1
Q09285	C56G2.1
Q09287	C56G2.3
Q09288	C56G2.4
Q09516	C56G2.5
Q09289	C56G2.7
Q8MNU2	C56G2.9
Q09518	C56G2.15
Q18904	C56G3.1
Q8MQ94	C56G3.1
Q18903	C56G3.2
Q9N5V2	CC8.1
Q9N5V1	CC8.2
Q966L7	CC8.2
A3KFE1	CD4.1
O44159	CD4.3
O44158	CD4.4
