CBRGID	CELEID
A8X1Q6	H2KYI5
A8WY21	Q19752
A8XX59	Q27476
A8XX59	Q27477
A8XX59	Q1HB05
A8XX60	Q27476
A8XX60	Q27477
A8XX60	Q1HB05
A8XPQ5	Q19204
A8X566	K8ES01
A8XJ55	G4SPY0
A8XVJ7	G5EF82
A8WR30	Q95018
A8XW97	K8ESC5
A8WUU8	Q8MXS7
A8Y329	G5EGB7
A8XBI7	Q93849
A8XPB6	Q20938
A8X4E1	Q9XU24
A8XQT8	Q95011
A8XNL2	Q22729
A8XR32	Q22419
A8XV65	Q8MQ52
A8XWB9	Q9U1P9
A8XYZ1	Q9NA71
A8XJ83	Q9NA71
A8WSP8	G5EDW8
A8WSH6	P54073
A8X1A2	O44186
A8X9W6	P34567
A8X8N0	Q17404
A8WMT2	Q9NEL2
A8WSR7	Q7YTF8
A8WKS3	Q9U1Z2
A8WW01	Q95X60
A8WW58	Q95ZX6
A8XCV9	Q93546
A8XIZ0	Q95Y37
A8XYE8	Q9XTS9
A8XYE8	Q9U1T8
A8XYE8	Q9U1T9
A8X8Z0	Q9U368
A8X8Z0	O44594
A8WWU1	O02327
A8WQM8	Q22972
A8X8M1	Q18476
A8XG75	O44549
A8WQZ7	Q9GYI0
A8WJJ2	Q9XXN0
E3CU82	G5EC70
A8XNG6	Q19348
A8X5D8	Q9XUK7
A8WTV7	Q09267
A8WP94	Q20084
A8X3B6	P34454
A8WTC7	Q20772
H8WH58	G5EBP5
A8XQS3	O17905
A8XI55	O44413
A8X498	Q20191
A8XKP2	P30625
A8X4B9	Q22372
A8XNK6	Q17905
A8XGZ9	Q22111
A8XJS2	Q21643
A8XBC0	Q86ME2
A8XPR6	Q19845
A8XZI8	Q09565
A8XQ33	G5EBH1
A8XHZ8	Q09226
A8XYJ5	O18199
A8WZW0	Q9GUF0
A8X686	Q9N441
A8XPE0	Q23485
Q61J97	Q09357
A8WRM9	Q09538
A8XHA2	G5EGL2
A8WZ28	Q27371
A8XUR9	O16915
A8XQC7	O16544
A8XH49	Q09255
A8XKS8	Q18025
A8WZW5	Q9GUF1
A8XPR9	Q09936
A8XXA0	P50444
A8XW65	Q22797
A8XNQ1	Q93353
A8XUM1	Q5ZR75
A8XID0	Q9XWE9
A8XT67	Q9U1R7
A8WUX2	H2L0I6
E3CTZ1	Q23469
E3CTZ1	O17676
A8WTH2	G5EGQ3
A8WLG5	P34280
A8WS22	P91441
A8X2T9	O45318
A8XUB3	O01584
A8XBS7	Q23097
A8Y172	P41828
A8X5N4	Q9XUY1
A8Y4S8	Q19519
A8X8B6	C6KRH4
A8Y4A1	Q23175
A8WQ76	Q20883
A8Y185	B2D6M2
A8XQ93	Q27470
A8WTY7	H2KZ36
A8X8S8	O62412
A8XA81	P34474
A8XA43	P34650
A8XNJ2	O01300
A8XH09	P91439
A8WZ55	Q9BL92
A8X5U1	Q95QI7
A8XBY2	Q6LCP9
A8XBU5	Q9GYJ1
A8XRL2	Q7YXG8
A8Y469	Q20151
A8WR69	Q23141
A8X7V4	P91267
A8XYD5	G5ECV7
A8X7V8	Q19088
A8X7R8	Q8MNV7
A8XZM5	G5EE14
A8XQA7	Q22931
Q612A4	Q9XXU9
A8X3K8	O16725
A8X402	P34888
A8X0M8	Q22436
A8WSK6	Q94055
A8XHX9	P52714
A8Y1D0	O02215
A8WSP3	Q9NA98
A8XT42	P34624
A8XRA3	G5EEJ5
A8Y426	Q21802
A8Y3Y5	Q22179
A8Y1P9	Q95XM7
A8WJV2	Q19275
A8WP59	Q8I112
A8XRP8	K8ESG8
A8WMU8	Q9U2T2
A8WZV3	Q8MXQ8
A8XJG5	Q21381
A8XN50	Q20624
A8XG25	Q8IG72
A8XFG7	Q94420
A8XRL6	Q21924
A8XTD1	Q21941
A8WNE2	G5EC93
A8WQF2	G5EEM0
A8XG86	H2KZG6
A8WSN2	Q22046
A8WRX3	Q22895
A8XEK3	Q20636
A8X7K3	Q9TXZ6
A8WXR6	Q21049
A8XUH5	Q20389
A8Y1F2	Q95XA8
A8Y1P7	Q9GUM2
A8WTN0	O17969
A8X369	P30640
A8XK17	H2KYH4
A8WSK2	Q22306
A8X1M9	Q18450
A8WQT2	Q86DA8
A8WQY8	Q94261
A8XK84	H2L0I2
A8WW34	Q7Z151
A8WMV6	Q9NAM9
A8XPA3	P34370
A8Y0M0	Q18795
H8WH31	Q18910
A8Y140	Q9GYM4
A8XVL3	Q9XU83
A8WUG3	Q09296
A8WVK5	Q10923
A8WXX8	Q18687
A8WSD0	Q22090
A8XKG6	Q18164
A8XLH0	K8FE10
A8XRF3	G5ED76
A8XLP1	P49595
A8WRT4	Q9N501
A8XA16	Q7YWY7
A8X486	Q9XTQ9
A8XRC3	Q23164
A8Y128	Q19422
A8XIA4	Q9NAN1
Q61MQ8	Q21917
A8WKK2	G5EFQ0
A8X7B5	A8XQE0
A8WP16	O62486
A8WX44	O45444
A8WMA2	Q17589
A8XDC0	O01532
A8X5X1	O76562
A8WRD8	Q8MXI4
A8XFQ1	P91360
A8XSD6	O18005
A8X965	Q23036
A8X0L9	P54816
A8XLK1	Q23206
A8Y0K2	Q23294
A8XKX2	G4SL51
A8WP44	Q22024
A8X8L1	Q19978
A8XY81	Q18255
A8XLD8	Q9BPP1
A8XZN0	Q45EL5
A8XXH8	Q9N3H4
A8Y4J4	Q8I4G3
A8WXQ5	P03949
A8XXR0	Q9TVL3
A8X3E0	Q02332
A8XXW6	G5EC13
A8WL84	Q9N4P3
B6IL74	O16914
A8XLE2	Q8MXQ7
A8Y4F8	Q17635
A8WVB6	Q20778
A8XFP5	P18334
A8XRL0	P18834
A8XHY7	Q19015
A8XHY9	Q19014
A8XDB5	Q22902
A8X884	Q95YE9
A8XEM7	Q93211
A8X7B6	Q9XWK0
A8Y143	Q19932
A8Y4T9	Q20974
Q613V4	Q19572
A8XSG4	Q9XX27
A8WJ96	O76837
A8XWW8	O44565
A8WTW8	Q19437
Q9GQ38	Q20054
A8XYW6	Q9NAA7
A8XZJ9	Q9NDC9
Q623U2	Q9GYI4
A8XS37	H2KYQ0
A8XS36	H2KYQ0
A8WKZ0	B2MZA5
A8WWI7	P90917
A8WLD3	Q22101
A8X7W5	P46563
A8WPC3	P24348
A8XXE8	O01966
A8XU49	O18302
A8X3Y2	Q95X83
P51558	P34807
A8XUV1	Q5WRR3
A8XYZ8	Q9NA76
A8XFT2	Q9TXI2
A8XFT2	Q18142
A8WT43	H2L2A2
A8WTK5	O62274
A8WRM4	Q23265
A8X403	O17241
A8WWQ3	Q93454
A8X4J6	Q93787
A8XL36	Q9N3T7
A8Y446	Q20950
A8Y2G6	Q336L0
G2J711	Q8MXF1
A8WP65	G5EGR5
A8WWL0	C6KRM7
A8WQ87	P91007
A8WS01	Q10572
A8XPY3	H2KYL8
A8WNF1	Q19707
A8WUD7	Q09946
A8XF95	O45323
A8WMX9	Q9XUC0
A8X4K1	Q93372
A8X0D1	Q9GS00
A8WZ97	Q9TZE2
A8XL74	Q94049
A8Y3T0	Q18828
A8Y214	Q9U3N4
A8X1N1	Q18447
A8XKX0	Q8T3B2
A8Y3H5	O17840
A8Y3H5	P91345
A8X7B7	G5EC63
A8XE80	B3WFV2
A8XD93	P90840
A8XLV0	O44873
A8XM25	O45686
A8XP84	P34388
Q86FX7	Q18434
A8WWM6	Q18390
A8WWM6	Q9XUR1
A8WL51	G5EFQ3
Q623T0	O61199
A8WWX4	O02274
A8WWC3	Q27535
A8WN93	K8ESB4
A8WTZ5	H2KZ38
A8WR63	O76365
A8X3P5	O17264
A8WJV5	Q19278
A8WZ42	Q18006
A8WUP5	Q23525
A8WSB3	Q93726
A8WKI1	Q9N323
A8XSF3	O18181
A8XCQ5	Q23400
A8XW76	Q18037
A8XYE9	Q9U1T5
A8X9X0	Q5CZ52
A8XA77	Q5CZ52
A8WQM1	O16466
A8XB18	O16346
A8X5S7	P52166
A8WS63	Q93571
A8X1A1	Q7KPW7
A8XZX6	O16637
A8WVC7	Q9BHL0
A8XUE9	Q23067
Q61ZF6	P17343
A8WWP1	Q9TZQ3
A8WWP1	G5EBV6
A8XDC3	O01537
A8X378	P34480
A8WZ38	Q18003
A8XGJ7	O61823
A8XNB6	O62189
A8WTW0	Q9GZG1
A8XN57	Q93203
A8X5Z1	Q23410
A8X6J0	Q9N359
A8XFH0	Q94416
A8Y4M1	Q22562
A8XSA1	Q9XUS3
A8Y475	Q9XXM8
A8XWM9	Q9XVU2
A8XWM9	O02225
A8WW10	O01498
A8WXF6	O62305
A8X6V9	O44624
A8Y245	O45611
A8WU63	Q21243
A8XA25	P34547
A8XLX4	O45749
A8XG72	P91496
A8X836	Q20874
A8WVT2	Q95YD8
A8XQJ7	Q21808
A8XSL7	Q21484
A8XS70	Q6EUU0
A8XMJ7	Q95Y67
A8XC23	Q22342
A8Y4L5	Q22560
A8Y474	Q95ZS3
A8X5R5	Q18610
A8WWQ8	Q6A1T5
A8XGC1	P91194
A8XQU8	Q20457
A8Y037	Q9TZC7
A8WSW5	G5EFC2
A8WP82	Q09523
A8X053	O45757
A8XSD9	G5EEK8
A8XXI5	G4S7C7
A8X0M6	Q22437
A8WQF3	Q9GUI6
A8XCG3	Q18425
A8Y4G4	H9G2Y3
A8XK24	Q17665
A8XW91	O46016
A8XNW3	Q18000
A8Y2V4	Q94187
E3CTV9	Q9N5B3
A8XHR0	O61460
A8WN55	Q09275
A8X931	G5EG25
A8X3U8	O62360
A8X0L5	Q19336
A8XRP9	K8F807
A8XM58	O17680
A8X5H5	Q9U2Q9
A8Y4C8	P90949
A8XY47	Q23088
A8WQZ2	O44563
A8XY44	Q23089
A8WUX8	O17762
A8X7F7	O16275
A8WU75	Q09957
A8XF24	O02101
A8WXR7	Q21048
A8X1J1	Q20325
A8XMT0	O18287
A8Y2U2	O17386
A8X4N7	Q93903
A8XYR9	Q9XU57
A8XPG5	G5EGQ6
A8Y1W5	O01863
A8WL09	Q3LFN0
A8XDV7	O76686
A8XUC9	O16353
A8XPA4	P34379
A8X6C0	Q7YTQ3
G2J6Y9	O16311
A8Y1C7	P91856
A8XND9	Q9GZH9
A8Y1I2	Q8IA95
A8XWJ0	Q9TYQ6
A8WSB1	G5EG10
A8XXR4	Q9U250
Q61A92	Q9GSX9
A8WPC2	G5EEX6
A8WRK2	Q09608
A8WV04	Q21351
A8WSG3	Q22718
A8XI49	O44406
A8WV59	Q23220
A8Y200	B1V8A0
A8X1Q3	Q86PJ4
A8WT73	G5EG74
A8Y4C6	O17734
A8XS64	Q22310
A8XM66	Q9N525
A8WYZ1	B0M0L8
A8XIW8	H2KZB0
A8XGU5	P18831
A8XBX1	Q18048
Q627N3	P48727
A8XUG3	Q94252
A8WXQ0	G5EE59
A8XMW6	Q9XWD6
A8WVY9	O01974
A8WR92	O44515
A8XK59	G5EF33
A8X2Y7	P92004
A8XI17	O16779
A8X5U2	Q19782
A8XPM4	Q11087
A8Y2M8	O45734
A8XZN6	P46582
A8XP53	Q8MQ17
A8Y1F9	Q9N5V3
A8XSH2	O76711
A8XSH2	Q966G1
A8X7Y7	O76711
A8X7Y7	Q966G1
A8X8J5	G5EBT9
A8XDL1	G5EC96
A8WNG0	Q21523
A8WV28	Q18674
A8XG74	O44548
A8X704	Q21701
A8XLX3	P54216
A8X6G5	Q95Y25
A8XZP6	P91376
A8WV26	Q27481
A8XFX3	Q93714
A8XWR1	Q22430
Q61JR3	Q27497
A8Y3L3	Q9N5U5
E3CU25	Q9XTX0
A8XBV6	O01774
A8X0S9	P90745
A8XJB2	Q20697
A8XCC8	Q7YX27
A8XRL9	Q22768
A8XUE3	O16524
B6IGQ4	Q09575
B6IKW2	Q09575
B6IGX1	Q09575
B6IFV1	Q09575
B6IHV2	Q09575
B6IM63	Q09575
A8XDG7	O45969
A8WYG9	Q2PJ77
A8XHM3	Q09498
A8X7V9	Q8TA65
A8Y357	O45364
A8WXM2	Q9XV34
A8XLD6	Q9BPN8
A8Y1Z7	Q9BPN8
A8WVU0	O01818
A8X9R4	O44836
A8X0M4	Q21338
A8WTE3	Q23448
A8XCH7	P35799
A8WZ92	O01798
A8Y1T5	O01969
A8Y4D9	Q17334
A8XUD0	Q94245
Q60YJ7	Q95QU0
A8WPB7	Q17572
A8WMI6	Q18701
A8X3Z5	O44796
A8X915	H2KZA3
A8WMM4	Q93618
A8XPG1	P45896
A8XDK4	Q22053
A8XW88	P21137
A8XYM7	Q9NAG1
A8WN29	P48458
A8WN29	O62272
A8XHU1	O45886
A8XHU1	O45885
A8WTA8	G5EGS9
A8X9D9	A9D417
A8X2R4	H2KZ02
A8XKV4	Q86GV3
A8X0Y8	Q17431
A8WRZ5	Q65ZJ0
A8X992	Q18086
A8X8L3	Q19976
A8WXG6	Q95Q25
A8X8U6	Q23644
A8XSU9	P49596
A8XEH1	Q27886
A8X9Q8	Q9N4F4
A8XVF2	Q20240
A8WV33	Q19791
A8X9J8	G5EED9
A8XEE2	Q9XUB2
Q4VT31	Q93743
A8WVC2	O77081
A8XRC1	D0VWN5
A8Y1T0	G5EGU1
A8XD50	Q20377
E3CU09	A5Z2T9
A8XT87	P49404
A8XYJ3	O45951
A8WUY0	Q9XTD6
A8Y1F5	Q9N5Z3
A8X5L9	Q9U1Q6
A8X867	Q95Y86
A8X867	P34350
A8WIY8	O16294
A8WK26	Q10950
A8X3X2	O17065
A8X400	O17239
A8WNQ6	Q18993
A8X384	P30650
A8XKI2	H2KZS0
A8XI46	O44408
A8XGZ7	Q09573
A8XDL2	Q19119
A8WZX7	Q8MXR2
A8X0S4	Q95ZP0
A8XJP4	Q20005
A8Y3J5	P34512
A8XP62	Q21995
A8X7A5	Q9NEZ5
A8XVH1	Q20449
A8XEH0	Q966L6
A8XVA9	Q95ZW9
A8WR74	G5EEE9
Q61MC6	Q20907
A8Y393	Q9XVJ1
A8WK36	Q22618
A8XNW9	G5EDD1
A8XZ23	G5EDP2
A8XCF7	Q17711
A8XCT6	Q23363
A8WXM0	Q9XWL3
A8XLU2	Q95Y69
A8Y306	Q21112
A8X134	Q19103
A8WT80	Q17515
A8XBA1	O16960
A8X0U3	Q19368
A8XRI2	H2KYH8
A8X8D7	Q19959
A8X7Z7	Q23462
A8XUZ5	Q18153
A8XKI8	Q23044
A8XBE7	Q95XI5
A8XQM7	Q93192
H8WHB2	Q23356
A8XZU0	Q9N392
A8WPX1	O16362
A8WPX1	O16670
A8WPX1	O16671
A8WPX1	O16673
A8WPX1	O16672
A8WPX1	O02641
A8WP20	G5EDL9
A8WSH3	D0VWM8
A8WRE3	O44510
A8X4S5	Q19580
A8XU83	O02655
A8XWI8	O01739
A8XGY4	Q09344
A8X5V1	Q22170
A8XAB7	Q03560
A8XF87	Q93343
A8X819	H2KY76
A8X0W0	Q20965
A8Y0Q4	O01258
A8Y419	O01930
A8XK81	Q23015
A8XYZ0	Q9U211
A8WTL8	G5EEG6
A8WN61	Q09534
A8WNM0	Q19870
A8XQV5	H9G2R4
A8XFU9	O01733
A8WLL1	Q9NEU8
A8WVM7	Q9GYK2
A8XZX1	O44918
A8Y4I6	O18014
A8XRE0	Q18190
A8XFZ3	Q3LRZ3
Q60W52	P28052
A8WPK2	P43509
A8WT07	Q09592
A8WVU9	P92199
A8WX75	P91331
A8XHS2	G5EEE1
A8WSJ0	Q22627
A8WU14	Q21957
A8XKV9	P90919
A8XC58	Q20142
A8Y420	O01929
A8Y2J2	O16785
A8XU89	Q9XTS4
A8WPL5	G5EDZ6
A8WPS3	G5EDZ6
A8XVP2	G5ECM1
A8XVP2	G5EFA8
A8XWH2	Q21521
A8XWH2	Q20018
A8X0Q9	G5EGK8
A8WWU5	O02332
A8WN62	Q09306
A8WWW7	P91829
A8WJJ5	Q8WTK7
A8XEJ1	O61792
A8XP89	P34283
A8XVG6	Q20444
Q61LC0	Q20787
A8X888	Q21281
A8Y1I6	O01483
A8WQL1	P04970
A8WQL1	P17331
A8XFM0	B2D6P4
A8WSS2	Q19055
A8XXJ9	G5EEI4
A8WMV8	Q9NAM5
A8Y1U9	O02056
A8X405	Q965I8
A8X0A3	Q9XUV4
A8X5L4	Q9U283
A8XRL7	Q21890
A8X4V7	O17566
A8WKL3	O17947
A8WT76	P12114
A8X379	P34481
A8XX99	C1P627
A8X5P2	Q18179
A8XYU4	H2FLK2
A8X467	Q93877
A8WX07	Q9XU63
A8XL75	Q94048
A8XWN4	Q22592
A8X828	Q17353
A8XCE6	Q9XW00
A8XRF6	Q9N3X9
A8X3Y7	H2KYX4
A8WVD2	O45933
A8X3U6	O17204
A8XKI0	C6KRG5
A8X411	P91419
A8XEF8	O61787
A8Y1E2	A9D2X7
A8XWF9	G5EFR3
A8XD63	O16331
A8X9M0	Q21452
A8X122	Q93934
A8XN72	Q09502
A8Y4K4	O17084
A8XNZ7	Q20067
A8XSN3	Q18489
A8XPL6	Q20128
Q626I7	Q8MPX3
A8WTK9	G5EGB2
A8XK94	Q23330
A8XLF7	G4SNP7
O97476	Q27355
A8WY35	O45571
A8XI09	O02064
A8XZP3	G5EBS1
A8X0N9	Q23624
A8XXW5	Q19726
A8XEP6	Q9N3R5
A8XIJ8	Q9NA59
A8XE00	Q9XW79
A8Y2I4	Q9N360
A8XMK5	Q8IA75
A8WRM8	G5EC50
A8X0K1	H9G2U9
A8X3V4	H2L056
A8WN60	Q09305
A8XC63	F5GU48
A8WUC8	Q09374
A8WSN8	Q21361
A8XA17	P34517
A8XNE4	O02043
A8XI66	O45173
A8X7B1	G5EBE7
B6IEX0	H2KZL6
A8WWD4	Q9N3E0
A8XZX0	O44917
A8WTM3	K8FDZ1
A8WWE9	H2KZB7
A8X6G0	D5MCT5
A8X472	G5EED4
A8X839	O76337
A8X0L1	Q21556
A8X8Q1	Q18472
A8Y0H8	G5EFW7
A8X5E4	Q564Q1
A8Y396	O45756
A8XUV5	Q19612
A8WSV8	G5EFC8
A8XEX4	P20154
A8WZH2	Q21967
A8WPZ2	Q9N4Q7
A8XC10	Q20489
A8XP26	Q19683
A8XLN0	Q9BKQ6
A8X0R8	G5EEB8
A8XI87	A2V8C4
A8XRD5	G5EFH3
A8WZP4	Q20097
A8XFJ3	P91093
A8XIN8	Q17825
A8XPQ1	Q19202
A8XIW1	Q65XW9
A8Y4E9	P45970
A8XL44	Q6A573
A8XVB5	Q968A5
A8WMT0	Q9XW61
A8X490	G5EEU4
A8X5W8	H2KZR3
A8X6S6	O16506
A8XFR9	G5ECU8
A8WPA6	Q22703
A8XMA9	H2KZQ4
A8XCU0	P90897
A8Y1U7	O02057
A8XCS7	Q20723
A8WN28	Q9XXA4
A8XGT2	Q09221
A8XBW0	Q9N595
A8XK07	Q19125
A8X1H5	Q9UAW8
A8XPJ9	Q23103
A8XLJ5	Q7YZG7
A8Y4N4	Q22570
A8WQZ0	O44564
A8WWH4	O45009
A8WXL6	O45419
A8X3R0	O16659
A8X9H1	O16881
A8Y0L7	Q18798
A8X5S1	Q20735
A8XMR5	O45923
A8X549	Q5WRP2
A8XM00	Q10944
A8XUH4	P43508
P32810	P17330
P32810	P17329
P32809	P17330
P32809	P17329
A8X0W9	G5EF38
A8X0V3	G5EGB3
A8WRM7	Q09393
A8X9D2	O16247
H8WGV0	P19826
A8X9G3	O16375
A8X156	Q03345
A8WQT6	Q95PZ0
A8Y4M8	A8DZ43
A8XV70	O01881
A8Y1D6	G5ED58
Q61S97	A3QMC8
A8Y3V1	P08124
Q61DE0	P91907
Q61RA2	Q9N3Z3
A8XWE2	G5EE13
A8X8D4	A5JYT7
A8WQJ9	Q22980
A8XEL3	O62136
A8X9K9	Q09261
A8XC53	Q18149
A8XZA8	O44451
A8WWG1	Q9N4H1
A8WTI6	Q9XV50
A8XJS9	Q2L6X1
A8Y4E3	Q20155
A8WZ12	Q22378
A8WMB8	Q22541
A8XGA9	O01602
A8XIW3	H2KZB2
A8WYN6	Q18473
A8XDD8	Q10459
A8X7E9	Q21174
A8XGY0	Q18932
A8X7I4	Q95Q68
A8XSV2	Q19310
A8XV60	Q19155
A8XA10	P34681
A8XA10	G5ED77
A8XRB0	Q22192
B6IF59	Q9U3Q0
A8XNC0	G5EFQ9
A8WL26	Q8WR51
A8X5W3	Q22585
A8X074	Q9GRY9
A8XJD5	Q20677
A8XRN1	Q17757
A8WYX6	Q9XU60
A8X6H4	Q9TXJ0
A8WV64	B2MZD0
A8XYI2	Q69Z08
A8XZG2	Q9N4Z5
A8X0S0	L8E6K9
A8WU78	Q18071
A8WVU7	Q17802
A8X7F9	O61919
A8XA78	P34471
A8Y1N0	G5EDE5
A8XNG3	Q19351
A8X679	Q965X6
A8WUS8	P55163
A8XXV9	Q27494
A8XS04	Q965Q9
A8Y2D9	Q9TZ64
A8WU23	Q10913
A8XB56	O16425
A8WP22	Q27518
A8WUZ1	Q21215
A8XWH8	G5ECC9
A8WVF4	Q23382
A8WTC9	Q5FC73
A8X7D0	Q9N306
A8XP82	P34387
A8X485	Q9XTQ5
A8WQW9	O62461
A8X383	P30647
A8XMF5	G5ED45
A8XJ98	H2KZM4
A8XXP0	G5EDE4
A8XF18	P91155
A8XHZ4	Q09442
A8XWV0	O44447
A8WXU7	Q23310
A8XYU3	O62265
A8XQ02	Q18066
A8X9Q3	Q9BL35
A8XR65	Q21039
A8XR80	Q22630
A8XTJ2	Q9BL56
A8XEB2	H2KZ58
A8WQR3	Q19267
A8WMC1	Q22540
A8XBM5	O45114
A8XUM8	I2HAA6
A8XQU7	Q20456
A8XCA8	O62328
A8XDW3	O76687
A8XNP0	O17324
A8X9R5	Q23057
A8XRB8	P91991
A8X9M2	Q7YWW8
A8WQV4	Q8IU00
A8WQV4	Q9U2G4
A8X9X1	Q8IU00
A8X9X1	Q9U2G4
A8WU97	O01904
A8XHL0	A7DTF5
A8WV25	Q18680
A8XA50	P34550
A8X0U6	Q19370
A8XC99	Q20270
A8XU61	O62095
A8XCX1	Q93758
A8WWM5	O18032
A8WML2	Q18453
A8XMX4	G5EDA5
A8XFP9	O16850
A8XMB4	Q20686
A8XUI6	Q23009
A8Y088	Q9U1V2
A8X9K5	P28191
A8XZ71	Q9XXJ0
A8XC80	B7WN56
A8WP49	Q09451
A8WUE5	Q10130
A8XCV2	O02360
A8XI54	O44412
A8X8X2	Q17815
A8XXL1	O02340
A8XX41	O44568
A8XJE8	Q18014
A8XIK0	Q9NA40
A8XTW8	O62336
A8X479	Q93177
A8XX71	P42168
A8X039	Q9XXD8
A8XQJ5	Q21810
A8XKL1	Q5WRT1
A8XJX2	Q966K5
A8XXY0	Q95R12
A8X6N5	H2KZ80
A8X6N5	Q18865
A8WNA6	G5EC00
A8XL37	Q9N3T8
A8WVT9	H2KYD4
A8WJ66	P91351
A8XD55	G5ED38
A8X4Y6	O62420
A8WXX5	Q18689
A8WVD6	Q95ZS5
B6ILK8	A4F337
A8XSB5	Q21540
A8XI83	Q95Y05
A8XYC8	Q9XWJ8
A8X5R3	Q17860
A8X132	P40614
A8XF27	P34664
A8X9A8	Q17976
A8Y3K3	P34426
A8XUZ8	Q27471
A8Y482	Q20012
A8Y1D5	Q9BL86
A8XWD5	Q9XTZ1
A8XZ57	Q9U2R0
A8Y086	Q9U1V1
Q60LV7	Q21441
A8WUW6	Q9GUN8
A8WUW6	O45204
A8Y4F5	Q22393
A8Y4H9	Q22393
A8WYG4	G5EEG5
A8WP05	O18211
A8XPU4	G5EDF7
A8WP32	Q23674
A8XJ37	O61218
A8X8E9	Q19962
A8WVR4	Q95Q97
A8XKL8	Q19390
A8XBY6	Q966Q0
A8XTF9	Q18279
A8XTG2	Q18276
A8XFF8	Q9U380
Q61DP2	P91870
H8WH51	Q8I4F7
A8WVQ3	O01799
A8XGG9	D4YW53
A8WL06	Q9N5D6
A8XHZ5	Q09443
A8XKL9	Q19391
A8XSE4	Q9XXR9
A8X0T5	Q9U3D4
A8Y3E0	Q09279
A8XJ31	Q9N2W3
A8X015	O45072
A8WT03	Q09603
A8X9N1	Q09496
A8XMS9	O18286
A8XTJ3	O01558
A8WR05	Q9GYI7
A8XPP1	P34688
A8Y3U7	Q19768
A8XSU7	Q22695
A8XJT7	Q95PW9
A8Y1L0	Q8WTK2
G2J6B1	Q20864
A8Y2F6	Q9TXV7
A8WZN6	P34687
A8X7Y2	Q09477
A8X9V9	Q09644
A8WTX8	Q95QL1
A8WVX8	Q965S8
Q60ZN5	Q9N3X8
A8WUE7	G5EGQ9
A8XZX5	O44923
E3CU46	G5EEZ1
A8XF39	Q95PW5
A8XFG8	Q94421
A8Y3H2	Q9U2K2
A8WW81	G5EGP8
A8WXN8	G5EGQ5
A8WJ79	Q21925
A8WTZ0	Q18320
A8X475	Q93875
A8X1Z9	Q10663
G2J698	G5EDG6
A8XK90	Q8MPS3
A8XIH9	Q9U320
Q4VT38	Q9BIG2
A8WPC0	G5EDR4
A8X9D8	O01879
A8XB77	O01593
A8XUG9	O76444
A8X0G0	Q9XWN3
A8XWM5	Q9TYZ2
A8XDK1	G5EEH3
P90728	P20630
P90728	P20631
A8WQL3	B1GRK5
A8WN56	Q09500
A8XI80	A2V8C5
A8WNI9	Q21999
A8XLN4	O02640
A8WU52	Q23422
A8WJ41	Q9NEU3
A8XC15	Q21164
A8XK61	Q7JP60
A8Y201	Q9U7E0
A8XL77	Q5CCI4
Q60JJ0	P34402
E3CU30	P91424
A8Y3Z7	Q23628
A8WMA4	O17913
A8WZN5	P17657
A8WP93	Q20082
A8X352	P34488
A8XGF1	O01320
A8WP31	Q23673
A8XXU9	Q21303
A8XA87	P34356
A8XEF9	O61786
A8XUK2	G5EEL5
A8X0L2	Q21555
A8XLM2	O76671
A8WN27	Q9U3S9
A8XNH2	P91364
Q8MUK3	O01501
A8XSW1	Q20058
A8XLY0	Q9XXD5
A8XV39	Q960A1
A8XV39	O61198
A8WIY9	O16293
A8WWB4	G5EBJ7
A8X8Q5	G5EDL5
A8WV08	P17656
A8WJH4	Q19635
A8WRI6	Q09351
A8XVL0	O17606
A8WMW0	Q9U2T7
A8XPC3	P41779
Q6E3E1	G5EBS6
A8XDE8	H2L002
A8Y158	O76584
A8XVA8	Q18746
A8Y4H5	Q21178
A8XYC7	Q9U266
A8XYD7	O17982
A8XYD7	Q9GYT4
A8XYD7	O17981
A8WRH6	H2KYT5
A8WTH4	O01324
A8X7I6	O01608
A8XQW9	G5ED47
A8X169	Q19427
A8X9H0	O16880
A8X735	Q18017
A8WPU0	Q9N5N2
A8XI01	Q10004
A8XUH8	O76412
A8X6Z9	Q965S2
A8X808	Q960A0
A8X0L6	Q9U3K1
A8XT75	Q19821
A8WPX0	O16676
A8XK82	G5EBH7
A8X1K8	Q21977
A8WN88	Q21529
A8XMR8	G5EEZ0
A8X120	Q18302
A8XEP3	P90790
A8WRH4	Q94170
A8XL33	O61849
A8WPZ0	Q9N4Q4
A8XT43	P34631
A8XJA7	Q19079
A8XQS0	Q20652
A8WU25	G5ED46
Q619N4	Q23534
B6IE82	Q965N6
E3CU78	Q965N6
A8XAE5	P34508
A8X705	Q21702
A8XKY2	P91305
A8WV54	Q9U3C0
A8XWN7	P91001
A8Y170	Q17585
A8XEY1	Q9XVS0
A8X297	O16900
A8X297	O61929
A8WU85	Q18183
A8WR11	H2KZT8
A8WZQ1	O45085
A8WMI4	Q18122
A8XIB8	D7SFQ2
A8WRM6	Q20347
A8WX65	Q19325
A8WSQ2	Q27888
A8X1J2	Q20323
A8XRE3	Q18194
A8WY39	Q9XW93
A8XDT6	Q9XTU5
A8X4Z3	G5EES3
A8XH92	O44448
A8XH92	Q9TZQ1
A8WW29	G5ECF1
A8WS23	Q10907
A8X978	O16301
A8WTB7	Q17477
A8XG59	O02053
A8X1K0	Q18975
A8XX08	G5ECD8
A8XH13	P34803
A8WWZ4	Q95XR6
A8Y1Z2	Q2AAB7
